,game_title,author,review,voted_up,votes_up,playtime_forever
10,Horizon Forbidden West™ Complete Edition,76561198063011972,Great continuation of the story from the first one!  The new Game + content is also a nice bonus to replaying the game,True,1,15321
11,Horizon Forbidden West™ Complete Edition,76561198058395972,"I absolutely love it, breathtaking and spectacular. I genuinely fell in love with all the characters, and ugly cried through a good amount of this story. I am a person that absolutely hates parkour kind of games where jumping and climbing and trying not to fall to ones death is a huge part of it, but even with all of the jumping climbing trying not to fall to Aloys death, I would play this a million times over because it is that freaking fantastic of a story. Loved, loved, loved.",True,1,3117
12,Horizon Forbidden West™ Complete Edition,76561198254465429,"[h3] From zero dawn to forbiden west a lot has changed in the world, and the mediocrity caused by the egalitarian ideology of primitive people has passed right over Horizon and not missed. [/h3]


[h1] Gameplay: [/h1]
The story is inspired by the first game and is therefore very good, but the dialogue and characters are a disaster.
The characters are empty, they worship the superhero like idiots, no strength, no desire, submission, pride in being weak and the dialogue is pitiful.
Like me, you can skip the dialogue of the secondary missions, but you still have to put up with the silliness of the main story, because the desire to see it through to the end is important.
The wokist ideology is everywhere on the game, all clones with a well endocrtined robot speech.
go woke, go broke.

The fighting and animation save the gameplay, thank you zero dawn. Fortunately, sometimes this woke stuff is able to reproduce what humans have done in the past.
The story is a sequel to zero dawn and in zero dawn we have enemies faithful to this new world, but in forbiden west the devs couldn't help but piss us off with their shitty politics.
Character evolution and the upgrading system sucks, I wonder what it's even for.

[h1] Graphic design: [/h1]
The map is beautiful, the world just as big as in Zero Dawn, maybe even bigger.
The machines are very well made and their behavior is correct and respects that of Zero Dawn.
They also had to make Aloy ugly... well, this stupid wokes hate everything that's not like them.

[h3] This game takes a positive review despite the overly destructive wokism that spoils many aspects of the game, but I must also say that this forbiden west is absolutely no match for Zero Dawn. [/h3]

[h1] If you like RPG games and Adventures Games, come and discover what's available on steam. [/h1]
https://store.steampowered.com/curator/45213988-SeniGaming-RPG-Aventures/",True,5,8688
13,Horizon Forbidden West™ Complete Edition,76561197979858497,"It's been a long time since I've been so disappointed in a game. 

The game looks incredible, perfectly optimized for PC, battles with machines are still as interesting as in the Zero Dawn, but that's about it. 

After the first game you expect an interesting continuation of the story, more varied quests and character interaction, but there is none of that here. 

The characters are horribly characterized, they're not interesting and after 60 hours I don't even remember their names. It's been a long time since I've been in an RPG where I've skipped dialoges just to get to the end as I'm sure the quest will still ask me to go to the other end of the location, illuminate the tracks with my visor and kill a machine. It's like the entire budget was spent on the visual part of the game, and the quests were created and written by AI.

This is a game I can somewhat recommend to those who enjoyed fighting the machines in the first game, but those who came here for the interesting story would be better off watching the lore explanation on YouTube.

Total score: 6 / 10 

",False,2,3735
14,Horizon Forbidden West™ Complete Edition,76561198025178229,"Much Like Horizon Zero dawn except with some smoother game play and mechanics.  The Game if you just do the story can be pretty quick but if you want to clear everything that will be a significant time sink for you.  Overall the game is fun, if you like the first one you'll definitely like this one.  The storytelling I thought in this one was a little weaker but I though the game play was better on Forbidden west.  Overall between the drama, storytelling, and game play it's definitely one of the top if not the Top open world game since Assassin's Creed Odyssey.",True,1,26630
15,Horizon Forbidden West™ Complete Edition,76561198136032755,"This one got boring real fast. Play the first one. (Good game) At this time I have 25hr into the game. Might go back and play  again but several weeks have passed. I am one of those people that have to restart if to much time passes. Real don't think I will restart this one. It's the story...Really not good. Aloy is very,very,very ANNOYING!",False,2,1537
16,Horizon Forbidden West™ Complete Edition,76561198015644440,"This is a great addition to HZD, I do recommend playing Horizon Zero Dawn first though.
Although this is a great game which I certainly recommend playing especially if you liked HZD as of 19/10/2024 it has somewhat more bugs than I encountered in HZD and I found controlling Aloy (main character) less perfect than in HZD, that being said they spent a lot of effort introducing new stuff while keeping true to the original in the way that it does make you feel like you're continuing the initial journey.
Truly loved this game again, can't wait for the next one!

Wasn't that enthusiastic about The Burning Shores expansion though (still nice) there was not particularly something that wrong with it but for me it didn't really give of the the same atmosphere I like so much about this series that HZD, Frozen Wilds or TFW main game.",True,0,9042
17,Horizon Forbidden West™ Complete Edition,76561198071579175,"140 hours incl the DLC, and I felt sad leaving it behind. Excelent game, tons of god stuff, few minor mechanics I would change but hands down one of the best games I've ever played. If you liked the first game, you will LOVE this one!",True,0,8316
18,Horizon Forbidden West™ Complete Edition,76561197970293560,"Great game. As good or better than original, for a follow up. Can appeal to all types of players, rush thru it, take your time, enjoy all the side stories and quests, or plow thru the main quest line to open extended area and ultra hard mode. I like the new weapon switch features and reload configurations.  Wish the machine muscle drops were x10, going broke buying them.",True,0,77633
19,Horizon Forbidden West™ Complete Edition,76561198448883937,"amazing sequel to an amazing game.
not only suggested, but a must play, I loved it so much!
it's overall an improvement compared to Zero Dawn, which was already a masterpiece: e.g. the gameplay of the fights against the machines are definitely a improvement, also in how you need different pieces to get a power up.
the story holds, even if it can't rely on the amazing plot twist of the first game. The world building is still amazing but (finally, a but) the metroidvania components are weak if not annoying, the majority of the time. I don't want to come back to find few minor items. In fact, I'm getting tired of having to come back to clean the map, let's ditch this habit.
But this is really the only difect and you can simply ignore those sign. Even Aloy finally has a bit more depth than the first chapter.
Amazing.",True,0,8203
